"full_text","tokens","processed_text","label"
"rabu 26 juni 2024 kegiatan focus group discussion fgd kurikulum berbasis obe bagi program studi di lingkungan universitas bangka belitung telah memasuki hari ketigahari ini terdapat 3 tiga fakultas yang melakukan presentasi kurikulum program studi yang berbasis obe","['rabu', '26', 'juni', '2024', 'kegiatan', 'focus', 'group', 'discussion', 'fgd', 'kurikulum', 'basis', 'obe', 'program', 'studi', 'lingkungan', 'universitas', 'bangka', 'belitung', 'memasuki', 'ketigahari', '3', 'fakultas', 'presentasi', 'kurikulum', 'program', 'studi', 'basis', 'obe']","rabu 26 juni 2024 kegiatan focus group discussion fgd kurikulum basis obe program studi lingkungan universitas bangka belitung memasuki ketigahari 3 fakultas presentasi kurikulum program studi basis obe","netral"
"selasa 25 juni 2024 kegiatan focus group discussion fgd kurikulum outcome based education obe bagi program studi di lingkungan universitas bangka belitung telah memasuki hari kedua","['selasa', '25', 'juni', '2024', 'kegiatan', 'focus', 'group', 'discussion', 'fgd', 'kurikulum', 'outcome', 'based', 'education', 'obe', 'program', 'studi', 'lingkungan', 'universitas', 'bangka', 'belitung', 'memasuki']","selasa 25 juni 2024 kegiatan focus group discussion fgd kurikulum outcome based education obe program studi lingkungan universitas bangka belitung memasuki","netral"
"hari ini senin tanggal 24 juni 2024 bertempat di ruang mitro sun hotel pangkalpinang telah dilaksanakan kegiatan focus group discussion fgd kurikulum berbasis outcome based education obe bagi program studi di lingkungan universitas bangka belitung","['senin', 'tanggal', '24', 'juni', '2024', 'bertempat', 'ruang', 'mitro', 'sun', 'hotel', 'pangkalpinang', 'laksana', 'kegiatan', 'focus', 'group', 'discussion', 'fgd', 'kurikulum', 'basis', 'outcome', 'based', 'education', 'obe', 'program', 'studi', 'lingkungan', 'universitas', 'bangka', 'belitung']","senin tanggal 24 juni 2024 bertempat ruang mitro sun hotel pangkalpinang laksana kegiatan focus group discussion fgd kurikulum basis outcome based education obe program studi lingkungan universitas bangka belitung","netral"
"akhirnya semester ini selesai juga ya tuhan rating semester ini 10010 fck u kurikulum obe mending kurikulum biasa bjirr","['semester', 'selesai', 'ya', 'tuhan', 'rating', 'semester', '10010', 'fck', 'u', 'kurikulum', 'obe', 'mending', 'kurikulum', 'bjirr']","semester selesai ya tuhan rating semester 10010 fck u kurikulum obe mending kurikulum bjirr","negatif"
"pelaksanaan kegiatan workshop kurikulum berbasis outcome based education obe dan capaian kinerja faklutas sains dan teknik tahun 2024 pada tanggal 11 juni 2024 di cordela hotel pangkalpinang","['laksana', 'kegiatan', 'workshop', 'kurikulum', 'basis', 'outcome', 'based', 'education', 'obe', 'capaian', 'kinerja', 'faklutas', 'sains', 'teknik', '2024', 'tanggal', '11', 'juni', '2024', 'cordela', 'hotel', 'pangkalpinang']","laksana kegiatan workshop kurikulum basis outcome based education obe capaian kinerja faklutas sains teknik 2024 tanggal 11 juni 2024 cordela hotel pangkalpinang","netral"
"kejutan kepala smp at tin ump menjadi reviewer dalam workshop kurikulum obe magister pai ump","['kejutan', 'kepala', 'smp', 'at', 'tin', 'ump', 'reviewer', 'workshop', 'kurikulum', 'obe', 'magister', 'pai', 'ump']","kejutan kepala smp at tin ump reviewer workshop kurikulum obe magister pai ump","netral"
"untirtaupdate lpmpp kejar target kurikulum berbasis obe selengkapnya di untirta untirtajawara untirtahitsandgreen merdekabelajar kampusmerdeka","['untirtaupdate', 'lpmpp', 'kejar', 'target', 'kurikulum', 'basis', 'obe', 'selengkapnya', 'untirta', 'untirtajawara', 'untirtahitsandgreen', 'merdekabelajar', 'kampusmerdeka']","untirtaupdate lpmpp kejar target kurikulum basis obe selengkapnya untirta untirtajawara untirtahitsandgreen merdekabelajar kampusmerdeka","netral"
"gelar fgd kurikulum obe pascasarjana uin ril libatkan stakeholder","['gelar', 'fgd', 'kurikulum', 'obe', 'pascasarjana', 'uin', 'ril', 'libatkan', 'stakeholder']","gelar fgd kurikulum obe pascasarjana uin ril libatkan stakeholder","netral"
"kejam banget ni kurikulum obe","['kejam', 'banget', 'ni', 'kurikulum', 'obe']","kejam banget ni kurikulum obe","negatif"
"filkom ub menjadi tuan rumah semnas amp workshop kurikulum obe 2024 berita","['filkom', 'ub', 'tuan', 'rumah', 'semnas', 'amp', 'workshop', 'kurikulum', 'obe', '2024', 'berita']","filkom ub tuan rumah semnas amp workshop kurikulum obe 2024 berita","netral"
"bawaslu kabupaten tasikmalaya hadiri undangan kegiatan workshop kurikulum berbasis outcome based education obe jurusan ilmu politik fakultas ilmu sosial dan ilmu politik universitas siliwangi tasikmalaya senin 2052024","['bawaslu', 'kabupaten', 'tasikmalaya', 'hadiri', 'undangan', 'kegiatan', 'workshop', 'kurikulum', 'basis', 'outcome', 'based', 'education', 'obe', 'jurusan', 'ilmu', 'politik', 'fakultas', 'ilmu', 'sosial', 'ilmu', 'politik', 'universitas', 'siliwangi', 'tasikmalaya', 'senin', '2052024']","bawaslu kabupaten tasikmalaya hadiri undangan kegiatan workshop kurikulum basis outcome based education obe jurusan ilmu politik fakultas ilmu sosial ilmu politik universitas siliwangi tasikmalaya senin 2052024","netral"
"ikhwanuddin perlu ada kebijakan sebenarnya s1 itu apa goalsnya apa memang yang saya temukan dilapangan juga abu2 kurikulum obe berbasis lulusan yang artinya sisi sains dalam matkul akan diminimalisir dosen harus belajar terus untuk kasih contoh di dunia kerja s1 itu riset atau praktisi","['ikhwanuddin', 'kebijakan', 's1', 'goalsnya', 'temukan', 'dilapangan', 'abu2', 'kurikulum', 'obe', 'basis', 'lulusan', 'sisi', 'sains', 'matkul', 'diminimalisir', 'dosen', 'ajar', 'kasih', 'contoh', 'dunia', 'kerja', 's1', 'riset', 'praktisi']","ikhwanuddin kebijakan s1 goalsnya temukan dilapangan abu2 kurikulum obe basis lulusan sisi sains matkul diminimalisir dosen ajar kasih contoh dunia kerja s1 riset praktisi","negatif"
"ikuti tren global uin antasari lokakaryakan kurikulum obe","['ikuti', 'tren', 'global', 'uin', 'antasari', 'lokakaryakan', 'kurikulum', 'obe']","ikuti tren global uin antasari lokakaryakan kurikulum obe","netral"
"akal akalan siapa yang bikin kurikulum obe","['akal', 'akalan', 'bikin', 'kurikulum', 'obe']","akal akalan bikin kurikulum obe","negatif"
"maidina dan organisasi seperti bem hmm hima lantas mengenai kurikulum obe kbtln saya juga salah satu tim di prodi saya jelaskan alasan kenapa ada kurikulum berbasis lulusan karena supaya mendorong peningkatan mhs bisa bekerja lulusan s1 itu sebagian besar terlalu plak ketiplek sama teori cont","['maidina', 'organisasi', 'bem', 'hmm', 'hima', 'lantas', 'kurikulum', 'obe', 'kbtln', 'salah', 'tim', 'prodi', 'alasan', 'kurikulum', 'basis', 'lulusan', 'mendorong', 'peningkatan', 'mhs', 'lulusan', 's1', 'plak', 'ketiplek', 'teori', 'cont']","maidina organisasi bem hmm hima lantas kurikulum obe kbtln salah tim prodi alasan kurikulum basis lulusan mendorong peningkatan mhs lulusan s1 plak ketiplek teori cont","netral"
"namun proses mbkm yang tidak diawasi sebagaimana mestinya akan memiliki dampak yang buruk bagi lulusan untuk itu perguruan tinggi perlu berbenah dalam kurikulum salah satunya dengan menerapkan outcome based education obe","['prose', 'mbkm', 'diawasi', 'mestinya', 'memiliki', 'dampak', 'buruk', 'lulusan', 'perguruan', 'berbenah', 'kurikulum', 'salah', 'satunya', 'menerapkan', 'outcome', 'based', 'education', 'obe']","prose mbkm diawasi mestinya memiliki dampak buruk lulusan perguruan berbenah kurikulum salah satunya menerapkan outcome based education obe","negatif"
"29 april 2024 fgd evaluasi kurikulum obe program studi teknik lingkungan dan program studi teknik pertambangan bersama ptfreeport indonesia gtgtgt kerjakerasprofesionalberdayasaing gtgtgt","['29', 'april', '2024', 'fgd', 'evaluasi', 'kurikulum', 'obe', 'program', 'studi', 'teknik', 'lingkungan', 'program', 'studi', 'teknik', 'pertambangan', 'ptfreeport', 'indonesia', 'gtgtgt', 'kerjakerasprofesionalberdayasaing', 'gtgtgt']","29 april 2024 fgd evaluasi kurikulum obe program studi teknik lingkungan program studi teknik pertambangan ptfreeport indonesia gtgtgt kerjakerasprofesionalberdayasaing gtgtgt","netral"
"29 april 2024 fgd evaluasi kurikulum obe program studi teknik lingkungan dan program studi teknik pertambangan bersama ptfreeport indonesia gtgtgt kerjakerasprofesionalberdayasaing gtgtgt","['29', 'april', '2024', 'fgd', 'evaluasi', 'kurikulum', 'obe', 'program', 'studi', 'teknik', 'lingkungan', 'program', 'studi', 'teknik', 'pertambangan', 'ptfreeport', 'indonesia', 'gtgtgt', 'kerjakerasprofesionalberdayasaing', 'gtgtgt']","29 april 2024 fgd evaluasi kurikulum obe program studi teknik lingkungan program studi teknik pertambangan ptfreeport indonesia gtgtgt kerjakerasprofesionalberdayasaing gtgtgt","netral"
"aleamsbarra dan karena konsep obe pelaksanaan kuliah tidak lagi banyak membahas sisi ilmunya tapi langsung ke penerapan misal perancangan dan rekayasa jadi yang saya rasakan memang minim pemahaman ilmunya tapi kriteria dari kurikulum seperti itu mungkin ada yang ahli bisa menjelaskan ttg hal ini","['aleamsbarra', 'konsep', 'obe', 'laksana', 'kuliah', 'membahas', 'sisi', 'ilmunya', 'langsung', 'penerapan', 'perancangan', 'rekayasa', 'rasakan', 'minim', 'pemahaman', 'ilmunya', 'kriteria', 'kurikulum', 'ahli', 'ttg']","aleamsbarra konsep obe laksana kuliah membahas sisi ilmunya langsung penerapan perancangan rekayasa rasakan minim pemahaman ilmunya kriteria kurikulum ahli ttg","negatif"
"aleamsbarra saya setuju konsepnya pak tapi dilapangan agak sulit karena saat ini yang dicari adalah lulusan siap kerja makanya pemerintah bikin mbkm dan kurikulum obe yang scr tidak langsung memang mengarahkan ke arah sana application in real world cont","['aleamsbarra', 'setuju', 'konsepnya', 'dilapangan', 'sulit', 'dicari', 'lulusan', 'kerja', 'pemerintah', 'bikin', 'mbkm', 'kurikulum', 'obe', 'scr', 'langsung', 'mengarahkan', 'arah', 'application', 'in', 'real', 'world', 'cont']","aleamsbarra setuju konsepnya dilapangan sulit dicari lulusan kerja pemerintah bikin mbkm kurikulum obe scr langsung mengarahkan arah application in real world cont","positif"
"sebesar 0 35 peningkatan ipm terjadi pada semua komponen baik kualitas kesehatan pendidikan maupun pengeluaran per kapita yang disesuaikan indeks pembangunan manusia ipm mengukur capaian pembangunan manusia berbasis sejumlah komponen dasar kualitas hidup re mbakitasmg","['0', '35', 'peningkatan', 'ipm', 'komponen', 'kualitas', 'kesehatan', 'pendidikan', 'pengeluaran', 'kapita', 'disesuaikan', 'indeks', 'pembangunan', 'manusia', 'ipm', 'mengukur', 'capaian', 'pembangunan', 'manusia', 'basis', 'komponen', 'dasar', 'kualitas', 'hidup', 're', 'mbakitasmg']","0 35 peningkatan ipm komponen kualitas kesehatan pendidikan pengeluaran kapita disesuaikan indeks pembangunan manusia ipm mengukur capaian pembangunan manusia basis komponen dasar kualitas hidup re mbakitasmg","positif"
"memahami pendidikan berbasis capaian pembelajaran obe di perguruan tinggi","['memahami', 'pendidikan', 'basis', 'capaian', 'ajar', 'obe', 'perguruan']","memahami pendidikan basis capaian ajar obe perguruan","netral"
"screening film mahasiswa umy ajang kreativitas dan implementasi pembelajaran berbasis obe selengkapnya dengan link","['screening', 'film', 'mahasiswa', 'umy', 'ajang', 'kreativitas', 'implementasi', 'ajar', 'basis', 'obe', 'selengkapnya', 'link']","screening film mahasiswa umy ajang kreativitas implementasi ajar basis obe selengkapnya link","positif"
"workshop implementasi kurikulum obe di umpp terobosan meningkatkan kualitas lulusan","['workshop', 'implementasi', 'kurikulum', 'obe', 'umpp', 'terobosan', 'meningkatkan', 'kualitas', 'lulusan']","workshop implementasi kurikulum obe umpp terobosan meningkatkan kualitas lulusan","positif"
"program studi teknik elektro umrah lakukan benchmarking ke departemen teknik elektro fakultas teknik unand sinergi untuk implementasi kurikulum obe unand fteknik","['program', 'studi', 'teknik', 'elektro', 'umrah', 'lakukan', 'benchmarking', 'departemen', 'teknik', 'elektro', 'fakultas', 'teknik', 'unand', 'sinergi', 'implementasi', 'kurikulum', 'obe', 'unand', 'fteknik']","program studi teknik elektro umrah lakukan benchmarking departemen teknik elektro fakultas teknik unand sinergi implementasi kurikulum obe unand fteknik","negatif"
"kunjungan forum ilmiah kegiatan focus group discussion fgd penyusunan dan implementasi kurikulum outcomebased education obe fakultas ilmu keolahragaan unimed dengan fakultas olahraga dan kesehatan undiksha","['kunjungan', 'forum', 'ilmiah', 'kegiatan', 'focus', 'group', 'discussion', 'fgd', 'penyusunan', 'implementasi', 'kurikulum', 'outcomebased', 'education', 'obe', 'fakultas', 'ilmu', 'keolahragaan', 'unimed', 'fakultas', 'olahraga', 'kesehatan', 'undiksha']","kunjungan forum ilmiah kegiatan focus group discussion fgd penyusunan implementasi kurikulum outcomebased education obe fakultas ilmu keolahragaan unimed fakultas olahraga kesehatan undiksha","netral"
"pengembangan implementasi dan evaluasi kurikulum obe hibah skema a akreditasi internasional oleh bpm unesa foto bersama narasumber prof pepen arifin dari itb alanahotelsurabaya","['pengembangan', 'implementasi', 'evaluasi', 'kurikulum', 'obe', 'hibah', 'skema', 'a', 'akreditasi', 'internasional', 'bpm', 'unesa', 'foto', 'narasumber', 'prof', 'pepen', 'arifin', 'itb', 'alanahotelsurabaya']","pengembangan implementasi evaluasi kurikulum obe hibah skema a akreditasi internasional bpm unesa foto narasumber prof pepen arifin itb alanahotelsurabaya","netral"
"beritaunesa bpm unesa beri pendampingan implementasi kurikulum obe kepada 12 perguruan tinggi selengkapnya di unesa universitasnegerisurabaya","['beritaunesa', 'bpm', 'unesa', 'pendampingan', 'implementasi', 'kurikulum', 'obe', '12', 'perguruan', 'selengkapnya', 'unesa', 'universitasnegerisurabaya']","beritaunesa bpm unesa pendampingan implementasi kurikulum obe 12 perguruan selengkapnya unesa universitasnegerisurabaya","netral"
"hallo civilian rapat koordinasi program studi tekniksipil peninjauan dan pemutakhiran rps monitoring dan evaluasi pengukuran cpl dan cpmk lokakarya monitoring dan evaluasi implementasi kurikulum obe serta rapat tinjauan manajemen semester genap 20232024","['hallo', 'civilian', 'rapat', 'koordinasi', 'program', 'studi', 'tekniksipil', 'peninjauan', 'pemutakhiran', 'rps', 'monitoring', 'evaluasi', 'pengukuran', 'cpl', 'cpmk', 'lokakarya', 'monitoring', 'evaluasi', 'implementasi', 'kurikulum', 'obe', 'rapat', 'tinjauan', 'manajemen', 'semester', 'genap', '20232024']","hallo civilian rapat koordinasi program studi tekniksipil peninjauan pemutakhiran rps monitoring evaluasi pengukuran cpl cpmk lokakarya monitoring evaluasi implementasi kurikulum obe rapat tinjauan manajemen semester genap 20232024","netral"
"kegiatan focus group discussion fgd program studi teknik sipil fstp unhan ri implementasi kurikulum berbasis outcomebased education obe guna mencetak lulusan teknik sipil dalam bidang pertahanan negara","['kegiatan', 'focus', 'group', 'discussion', 'fgd', 'program', 'studi', 'teknik', 'sipil', 'fstp', 'unhan', 'ri', 'implementasi', 'kurikulum', 'basis', 'outcomebased', 'education', 'obe', 'mencetak', 'lulusan', 'teknik', 'sipil', 'bidang', 'pertahanan', 'negara']","kegiatan focus group discussion fgd program studi teknik sipil fstp unhan ri implementasi kurikulum basis outcomebased education obe mencetak lulusan teknik sipil bidang pertahanan negara","netral"
"kegiatan focus group discussion fgd program studi teknik sipil fstp unhan ri implementasi kurikulum berbasis outcomebased education obe guna mencetak lulusan teknik sipil dalam bidang pertahanan negara","['kegiatan', 'focus', 'group', 'discussion', 'fgd', 'program', 'studi', 'teknik', 'sipil', 'fstp', 'unhan', 'ri', 'implementasi', 'kurikulum', 'basis', 'outcomebased', 'education', 'obe', 'mencetak', 'lulusan', 'teknik', 'sipil', 'bidang', 'pertahanan', 'negara']","kegiatan focus group discussion fgd program studi teknik sipil fstp unhan ri implementasi kurikulum basis outcomebased education obe mencetak lulusan teknik sipil bidang pertahanan negara","netral"
"implementasi mbkm dan obe diharapkan mampu menghasilkan lulusan yang tidak hanya menguasai teori tetapi juga memiliki keterampilan praktis yang relevan dan siap bersaing di berbagai bidang profesional","['implementasi', 'mbkm', 'obe', 'diharapkan', 'menghasilkan', 'lulusan', 'menguasai', 'teori', 'memiliki', 'keterampilan', 'praktis', 'relevan', 'bersaing', 'bidang', 'profesional']","implementasi mbkm obe diharapkan menghasilkan lulusan menguasai teori memiliki keterampilan praktis relevan bersaing bidang profesional","positif"
"feb unisma dukung implementasi kurikulum berbasis obe sesuai permendikbud no 53 tahun 2023","['feb', 'unisma', 'dukung', 'implementasi', 'kurikulum', 'basis', 'obe', 'sesuai', 'permendikbud', 'no', '53', '2023']","feb unisma dukung implementasi kurikulum basis obe sesuai permendikbud no 53 2023","positif"
"materi yang dibawakan oleh narasumber antara lain 1 pengarahan tentang targettarget upnvyk terkait implementasi kurikulum berbasis obe 2 diskusi implementasi kurikulum obe di aplikasi nakula 3 desain subcpmk dan desain evaluasi pembelajaran","['materi', 'dibawakan', 'narasumber', '1', 'pengarahan', 'targettarget', 'upnvyk', 'terkait', 'implementasi', 'kurikulum', 'basis', 'obe', '2', 'diskusi', 'implementasi', 'kurikulum', 'obe', 'aplikasi', 'nakula', '3', 'desain', 'subcpmk', 'desain', 'evaluasi', 'ajar']","materi dibawakan narasumber 1 pengarahan targettarget upnvyk terkait implementasi kurikulum basis obe 2 diskusi implementasi kurikulum obe aplikasi nakula 3 desain subcpmk desain evaluasi ajar","netral"
"whatsonunas unasnews hai sobat unas fbp s1 dam s2biologi melakukan workshop kurikulum dengan mengusung tema workshop kurikulum berbasis obe menuju implementasi visi misi program studi di ruang seminar selasar unas blok 1 lt3 selasa 237","['whatsonunas', 'unasnews', 'hai', 'sobat', 'unas', 'fbp', 's1', 'dam', 's2biologi', 'workshop', 'kurikulum', 'mengusung', 'tema', 'workshop', 'kurikulum', 'basis', 'obe', 'implementasi', 'visi', 'misi', 'program', 'studi', 'ruang', 'seminar', 'selasar', 'unas', 'blok', '1', 'lt3', 'selasa', '237']","whatsonunas unasnews hai sobat unas fbp s1 dam s2biologi workshop kurikulum mengusung tema workshop kurikulum basis obe implementasi visi misi program studi ruang seminar selasar unas blok 1 lt3 selasa 237","netral"
"implementasi program mbkm fkip unri gelar rekonstruksi kurikulum berbasis obe melalui fgd","['implementasi', 'program', 'mbkm', 'fkip', 'unri', 'gelar', 'rekonstruksi', 'kurikulum', 'basis', 'obe', 'fgd']","implementasi program mbkm fkip unri gelar rekonstruksi kurikulum basis obe fgd","positif"
"strategi implementasi obe di perguruan tinggi indonesia","['strategi', 'implementasi', 'obe', 'perguruan', 'indonesia']","strategi implementasi obe perguruan indonesia","netral"
"program studi pendidikan teknologi informasi prodi pti menyelenggarakan kegiatan implementasi outcome based education obe pada sistem administ","['program', 'studi', 'pendidikan', 'teknologi', 'informasi', 'prodi', 'pti', 'menyelenggarakan', 'kegiatan', 'implementasi', 'outcome', 'based', 'education', 'obe', 'sistem', 'administ']","program studi pendidikan teknologi informasi prodi pti menyelenggarakan kegiatan implementasi outcome based education obe sistem administ","netral"
"filkom ub prodi teknologi informasi adakan workshop implementasi obe pada siado berita","['filkom', 'ub', 'prodi', 'teknologi', 'informasi', 'adakan', 'workshop', 'implementasi', 'obe', 'siado', 'berita']","filkom ub prodi teknologi informasi adakan workshop implementasi obe siado berita","negatif"
"menuju akreditasi internasional fmipa unud gelar lokakarya implementasi obe denpasar edukasi unud","['akreditasi', 'internasional', 'fmipa', 'unud', 'gelar', 'lokakarya', 'implementasi', 'obe', 'denpasar', 'edukasi', 'unud']","akreditasi internasional fmipa unud gelar lokakarya implementasi obe denpasar edukasi unud","positif"
"fikomm umb yogyakarta gelar workshop implementasi kurikulum dan penyusunan rps berbasis obe","['fikomm', 'umb', 'yogyakarta', 'gelar', 'workshop', 'implementasi', 'kurikulum', 'penyusunan', 'rps', 'basis', 'obe']","fikomm umb yogyakarta gelar workshop implementasi kurikulum penyusunan rps basis obe","netral"
"umklaofficial umyogya menuju prodi unggul umkla gelar whorkshop penyusunan kurikulum implementasi obe dan mbkm lewat sieradmu","['umklaofficial', 'umyogya', 'prodi', 'unggul', 'umkla', 'gelar', 'whorkshop', 'penyusunan', 'kurikulum', 'implementasi', 'obe', 'mbkm', 'sieradmu']","umklaofficial umyogya prodi unggul umkla gelar whorkshop penyusunan kurikulum implementasi obe mbkm sieradmu","netral"
"behind the scene produksi workshop rekontruksi instrumen evaluasi untuk implementasi obe bersama lpp uad yuk ikuti kami terus di muhammadiyah aisyiyah tvmujogja weareuad","['behind', 'the', 'scene', 'produksi', 'workshop', 'rekontruksi', 'instrumen', 'evaluasi', 'implementasi', 'obe', 'lpp', 'uad', 'yuk', 'ikuti', 'muhammadiyah', 'aisyiyah', 'tvmujogja', 'weareuad']","behind the scene produksi workshop rekontruksi instrumen evaluasi implementasi obe lpp uad yuk ikuti muhammadiyah aisyiyah tvmujogja weareuad","negatif"
"apsma ptma seindonesia bahas implementasi lamemba dan kurikulum obe uad universitasahmaddahlan uadunggul weareuad muhammadiyah islamberkemajuan unggul newsuad prestasimahasiswa","['apsma', 'ptma', 'seindonesia', 'bahas', 'implementasi', 'lamemba', 'kurikulum', 'obe', 'uad', 'universitasahmaddahlan', 'uadunggul', 'weareuad', 'muhammadiyah', 'islamberkemajuan', 'unggul', 'newsuad', 'prestasimahasiswa']","apsma ptma seindonesia bahas implementasi lamemba kurikulum obe uad universitasahmaddahlan uadunggul weareuad muhammadiyah islamberkemajuan unggul newsuad prestasimahasiswa","netral"
"apsma ptma seindonesia bahas implementasi lamemba dan kurikulum obe uad universitasahmaddahlan uadunggul weareuad muhammadiyah islamberkemajuan unggul newsuad prestasimahasiswa prestasi","['apsma', 'ptma', 'seindonesia', 'bahas', 'implementasi', 'lamemba', 'kurikulum', 'obe', 'uad', 'universitasahmaddahlan', 'uadunggul', 'weareuad', 'muhammadiyah', 'islamberkemajuan', 'unggul', 'newsuad', 'prestasimahasiswa', 'prestasi']","apsma ptma seindonesia bahas implementasi lamemba kurikulum obe uad universitasahmaddahlan uadunggul weareuad muhammadiyah islamberkemajuan unggul newsuad prestasimahasiswa prestasi","positif"
"fip unimed laksanakan kuliah umum model assesmen implementasi kurikulum obe","['fip', 'unimed', 'laksanakan', 'kuliah', 'model', 'assesmen', 'implementasi', 'kurikulum', 'obe']","fip unimed laksanakan kuliah model assesmen implementasi kurikulum obe","positif"
"harini last day kalau korang nak beli kereta dengan harga murah sebelum sst lepas ni akan naik sebab sst implementasi","['harini', 'last', 'day', 'korang', 'nak', 'beli', 'kereta', 'harga', 'murah', 'sst', 'lepas', 'ni', 'sst', 'implementasi']","harini last day korang nak beli kereta harga murah sst lepas ni sst implementasi","negatif"
"tingkatkan mutu pembelajaran departemen si gelar workshop penyusunan dan implementasi kurikulum berbasis obe demi meningkat mutu pembelajaran di ketua departemen sistem informasi fakultas ilmu komputer unvers","['tingkatkan', 'mutu', 'ajar', 'departemen', 'si', 'gelar', 'workshop', 'penyusunan', 'implementasi', 'kurikulum', 'basis', 'obe', 'meningkat', 'mutu', 'ajar', 'ketua', 'departemen', 'sistem', 'informasi', 'fakultas', 'ilmu', 'komputer', 'unvers']","tingkatkan mutu ajar departemen si gelar workshop penyusunan implementasi kurikulum basis obe meningkat mutu ajar ketua departemen sistem informasi fakultas ilmu komputer unvers","positif"
"yakni prof drrernat ahmad benny mutiara ssi skom mengajak kepada pengurus aptikom dpp dan provinsi juga anggota aptikom di seluruh tanah air untuk menghadiri rapat koordinasi nasional rakornas aptikom 2021klinik implementasi kurikulum obe amp kebijakan mbkm","['prof', 'drrernat', 'ahmad', 'benny', 'mutiara', 'ssi', 'skom', 'mengajak', 'pengurus', 'aptikom', 'dpp', 'provinsi', 'anggota', 'aptikom', 'tanah', 'air', 'menghadiri', 'rapat', 'koordinasi', 'nasional', 'rakornas', 'aptikom', '2021klinik', 'implementasi', 'kurikulum', 'obe', 'amp', 'kebijakan', 'mbkm']","prof drrernat ahmad benny mutiara ssi skom mengajak pengurus aptikom dpp provinsi anggota aptikom tanah air menghadiri rapat koordinasi nasional rakornas aptikom 2021klinik implementasi kurikulum obe amp kebijakan mbkm","netral"
"universitas bsi dukung rakornas aptikom 2021 klinik implementasi kurikulum obe amp kebijakan mbkm hai sobat bsi universitas bsi akan menjadi cohost dalan acara rakornas aptikom 2021 di mana ketua umum aptikom yakni prof zainal a hasibuan phd dan sekjen aptikom","['universitas', 'bsi', 'dukung', 'rakornas', 'aptikom', '2021', 'klinik', 'implementasi', 'kurikulum', 'obe', 'amp', 'kebijakan', 'mbkm', 'hai', 'sobat', 'bsi', 'universitas', 'bsi', 'cohost', 'dalan', 'acara', 'rakornas', 'aptikom', '2021', 'ketua', 'aptikom', 'prof', 'zainal', 'a', 'hasibuan', 'phd', 'sekjen', 'aptikom']","universitas bsi dukung rakornas aptikom 2021 klinik implementasi kurikulum obe amp kebijakan mbkm hai sobat bsi universitas bsi cohost dalan acara rakornas aptikom 2021 ketua aptikom prof zainal a hasibuan phd sekjen aptikom","positif"
"universitas bsi dukung rakornas aptikom 2021 klinik implementasi kurikulum obe amp kebijakan mbkm hai sobat bsi universitas bsi akan menjadi cohost dalan acara rakornas aptikom 2021 di mana ketua umum aptikom yakni prof zainal a hasibuan phd","['universitas', 'bsi', 'dukung', 'rakornas', 'aptikom', '2021', 'klinik', 'implementasi', 'kurikulum', 'obe', 'amp', 'kebijakan', 'mbkm', 'hai', 'sobat', 'bsi', 'universitas', 'bsi', 'cohost', 'dalan', 'acara', 'rakornas', 'aptikom', '2021', 'ketua', 'aptikom', 'prof', 'zainal', 'a', 'hasibuan', 'phd']","universitas bsi dukung rakornas aptikom 2021 klinik implementasi kurikulum obe amp kebijakan mbkm hai sobat bsi universitas bsi cohost dalan acara rakornas aptikom 2021 ketua aptikom prof zainal a hasibuan phd","netral"
"universitas bsi dukung rakornas aptikom 2021 klinik implementasi kurikulum obe amp kebijakan mbkm hai sobat bsi universitas bsi akan menjadi cohost dalan acara rakornas aptikom 2021 info selengkapnya","['universitas', 'bsi', 'dukung', 'rakornas', 'aptikom', '2021', 'klinik', 'implementasi', 'kurikulum', 'obe', 'amp', 'kebijakan', 'mbkm', 'hai', 'sobat', 'bsi', 'universitas', 'bsi', 'cohost', 'dalan', 'acara', 'rakornas', 'aptikom', '2021', 'info', 'selengkapnya']","universitas bsi dukung rakornas aptikom 2021 klinik implementasi kurikulum obe amp kebijakan mbkm hai sobat bsi universitas bsi cohost dalan acara rakornas aptikom 2021 info selengkapnya","negatif"
"hai sobat bsi universitas bsi mengajak kepada pengurus aptikom dpp dan provinsi juga anggota aptikom di seluruh tanah air untuk menghadiri rapat koordinasi nasional rakornas aptikom 2021klinik implementasi kurikulum obe amp kebijakan mbkm","['hai', 'sobat', 'bsi', 'universitas', 'bsi', 'mengajak', 'pengurus', 'aptikom', 'dpp', 'provinsi', 'anggota', 'aptikom', 'tanah', 'air', 'menghadiri', 'rapat', 'koordinasi', 'nasional', 'rakornas', 'aptikom', '2021klinik', 'implementasi', 'kurikulum', 'obe', 'amp', 'kebijakan', 'mbkm']","hai sobat bsi universitas bsi mengajak pengurus aptikom dpp provinsi anggota aptikom tanah air menghadiri rapat koordinasi nasional rakornas aptikom 2021klinik implementasi kurikulum obe amp kebijakan mbkm","netral"
